diam,rad,Wiener,Randich
11.000,6.000,1036.000,10.894
12.000,6.000,1210.000,11.411
11.000,6.000,1062.000,10.894
10.000,5.000,805.000,10.004
11.000,6.000,1158.000,11.321
12.000,6.000,1210.000,11.411
12.000,6.000,1214.000,11.394
12.000,6.000,1082.000,10.983
12.000,6.000,1225.000,11.339
12.000,6.000,1185.000,11.394
12.000,6.000,1185.000,11.394
12.000,6.000,1304.000,11.932
12.000,6.000,1445.000,12.359
12.000,6.000,1185.000,11.394
12.000,6.000,1318.000,11.821
12.000,6.000,1336.000,11.750
12.000,6.000,1318.000,11.821
12.000,6.000,1462.000,12.288
11.000,6.000,1164.000,11.304
12.000,6.000,1452.000,12.432
12.000,6.000,1304.000,11.932
12.000,6.000,1619.000,12.788
12.000,6.000,1304.000,11.932
12.000,6.000,1324.000,11.804
12.000,6.000,1449.000,12.342
12.000,6.000,1304.000,11.932
12.000,6.000,1445.000,12.359
11.000,6.000,1287.000,11.932
11.000,6.000,1062.000,10.894
12.000,6.000,1452.000,12.432
11.000,6.000,1278.000,11.859
11.000,6.000,1282.000,11.842
11.000,6.000,1148.000,11.432
12.000,6.000,1449.000,12.342
12.000,6.000,1324.000,11.804
10.000,5.000,1031.000,11.042
12.000,6.000,1214.000,11.394
10.000,5.000,822.000,10.021
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,822.000,10.021
10.000,5.000,724.000,9.593
11.000,6.000,852.000,10.131
11.000,6.000,840.000,10.131
10.000,5.000,724.000,9.593
10.000,5.000,724.000,9.593
11.000,6.000,840.000,10.131
12.000,6.000,977.000,10.631
12.000,6.000,977.000,10.631
11.000,6.000,840.000,10.131
11.000,6.000,840.000,10.131
12.000,6.000,977.000,10.631
11.000,6.000,958.000,10.504
11.000,6.000,840.000,10.131
11.000,6.000,840.000,10.131
10.000,5.000,724.000,9.593
11.000,6.000,840.000,10.131
11.000,6.000,840.000,10.131
9.000,5.000,628.000,9.172
9.000,5.000,616.000,9.199
11.000,6.000,840.000,10.131
12.000,6.000,1116.000,10.987
10.000,5.000,724.000,9.593
10.000,5.000,727.000,9.566
10.000,5.000,724.000,9.593
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,921.000,10.431
14.000,7.000,1434.000,11.983
15.000,8.000,2012.000,13.501
15.000,8.000,2012.000,13.501
13.000,7.000,1246.000,11.483
13.000,7.000,1246.000,11.483
11.000,6.000,941.000,10.483
12.000,6.000,1206.000,11.404
11.000,6.000,1062.000,10.866
13.000,7.000,1580.000,12.130
13.000,7.000,1580.000,12.130
13.000,7.000,1246.000,11.483
11.000,6.000,941.000,10.483
11.000,6.000,941.000,10.483
11.000,6.000,941.000,10.483
12.000,6.000,1082.000,10.983
13.000,7.000,1246.000,11.483
11.000,6.000,941.000,10.483
12.000,6.000,1082.000,10.983
13.000,7.000,1246.000,11.483
10.000,5.000,814.000,10.004
10.000,5.000,875.000,10.576
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
11.000,6.000,1094.000,11.042
10.000,5.000,1074.000,10.915
10.000,5.000,826.000,10.004
11.000,6.000,1094.000,11.042
11.000,6.000,1094.000,11.042
11.000,6.000,1094.000,11.042
11.000,6.000,1094.000,11.042
10.000,5.000,822.000,10.021
10.000,5.000,822.000,10.021
10.000,5.000,822.000,10.021
10.000,5.000,822.000,10.021
10.000,5.000,822.000,10.021
11.000,6.000,1082.000,11.059
10.000,5.000,1062.000,10.931
10.000,5.000,822.000,10.021
10.000,5.000,814.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,822.000,10.021
9.000,5.000,702.000,9.610
9.000,5.000,715.000,9.593
9.000,5.000,711.000,9.610
10.000,5.000,949.000,10.542
10.000,5.000,941.000,10.559
10.000,5.000,805.000,10.004
10.000,5.000,1031.000,11.042
10.000,5.000,805.000,10.004
10.000,5.000,1178.000,11.542
10.000,5.000,907.000,10.542
11.000,6.000,1349.000,12.042
10.000,5.000,1031.000,11.042
10.000,5.000,907.000,10.542
10.000,5.000,1031.000,11.042
10.000,5.000,1031.000,11.042
10.000,5.000,1031.000,11.042
10.000,5.000,1178.000,11.542
11.000,6.000,1349.000,12.042
10.000,5.000,1031.000,11.042
10.000,5.000,907.000,10.542
10.000,5.000,826.000,10.004
10.000,5.000,826.000,10.004
10.000,5.000,806.000,10.004
10.000,5.000,806.000,10.004
10.000,5.000,1354.000,12.042
11.000,6.000,1551.000,12.542
13.000,7.000,2530.000,14.188
11.000,6.000,1551.000,12.542
10.000,5.000,810.000,10.004
10.000,5.000,810.000,10.004
10.000,5.000,810.000,10.004
10.000,5.000,810.000,10.004
10.000,5.000,810.000,10.004
10.000,5.000,827.000,10.154
11.000,6.000,951.000,10.654
12.000,6.000,1097.000,11.154
10.000,5.000,816.000,10.004
10.000,5.000,816.000,10.004
10.000,5.000,798.000,9.949
11.000,6.000,1035.000,10.904
10.000,5.000,800.000,10.060
10.000,5.000,800.000,10.060
10.000,5.000,800.000,10.060
10.000,5.000,800.000,10.060
11.000,6.000,941.000,10.483
10.000,5.000,724.000,9.593
10.000,5.000,724.000,9.593
10.000,5.000,825.000,9.967
10.000,5.000,825.000,9.967
10.000,5.000,907.000,10.323
8.000,4.000,522.000,8.699
8.000,4.000,522.000,8.699
9.000,5.000,788.000,9.651
9.000,5.000,983.000,10.473
9.000,5.000,983.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1035.000,10.473
13.000,7.000,1350.000,11.549
11.000,6.000,1035.000,10.473
15.000,8.000,1741.000,12.549
13.000,7.000,1350.000,11.549
9.000,5.000,1009.000,10.439
9.000,5.000,1009.000,10.439
13.000,7.000,1695.000,12.294
11.000,6.000,1009.000,10.473
11.000,6.000,814.000,9.651
11.000,6.000,1035.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1009.000,10.473
11.000,6.000,1009.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1264.000,11.549
11.000,6.000,1009.000,10.473
11.000,6.000,1009.000,10.473
11.000,6.000,1035.000,10.473
11.000,6.000,1320.000,11.549
11.000,6.000,1320.000,11.549
13.000,7.000,1677.000,12.549
11.000,6.000,1035.000,10.473
15.000,8.000,2114.000,13.549
11.000,6.000,1035.000,10.473
11.000,6.000,1631.000,12.294
13.000,7.000,2064.000,13.260
11.000,6.000,908.000,10.062
11.000,6.000,924.000,10.151
11.000,6.000,924.000,10.151
11.000,6.000,814.000,9.651
11.000,6.000,924.000,10.151
11.000,6.000,1022.000,10.473
11.000,6.000,924.000,10.151
12.000,6.000,950.000,10.189
14.000,7.000,1286.000,11.189
12.000,6.000,950.000,10.189
11.000,6.000,908.000,10.062
11.000,6.000,908.000,10.062
12.000,6.000,1088.000,10.562
12.000,6.000,950.000,10.189
12.000,6.000,950.000,10.189
15.000,8.000,1672.000,12.083
13.000,7.000,1107.000,10.689
14.000,7.000,1286.000,11.189
12.000,6.000,950.000,10.189
14.000,7.000,1286.000,11.189
14.000,7.000,1467.000,11.545
12.000,6.000,1088.000,10.562
15.000,8.000,1672.000,12.083
11.000,6.000,1022.000,10.473
11.000,6.000,1022.000,10.473
14.000,7.000,1578.000,11.923
12.000,6.000,1088.000,10.562
13.000,7.000,1248.000,11.100
17.000,9.000,1965.000,12.689
13.000,7.000,1248.000,11.100
12.000,6.000,1228.000,10.863
10.000,5.000,1655.000,12.842
10.000,5.000,1223.000,11.631
10.000,5.000,1107.000,11.220
11.000,6.000,1257.000,11.614
9.000,5.000,1058.000,11.254
9.000,5.000,966.000,10.826
10.000,5.000,1105.000,11.220
12.000,6.000,1433.000,12.152
11.000,6.000,1257.000,11.614
12.000,6.000,1611.000,12.525
11.000,6.000,1437.000,12.131
11.000,6.000,1560.000,12.525
10.000,5.000,752.000,9.613
10.000,5.000,847.000,10.151
9.000,5.000,1058.000,11.254
9.000,5.000,1058.000,11.254
10.000,5.000,677.000,9.186
9.000,5.000,739.000,9.758
9.000,5.000,966.000,10.826
9.000,5.000,650.000,9.220
9.000,5.000,580.000,8.792
9.000,5.000,727.000,9.758
9.000,5.000,640.000,9.220
9.000,5.000,572.000,8.792
10.000,5.000,1072.000,11.254
10.000,5.000,978.000,10.826
10.000,5.000,976.000,10.826
9.000,5.000,934.000,10.860
10.000,5.000,751.000,9.613
10.000,5.000,847.000,10.151
10.000,5.000,847.000,10.151
10.000,5.000,963.000,10.651
10.000,5.000,781.000,9.686
10.000,5.000,675.000,9.186
10.000,5.000,862.000,10.113
10.000,5.000,860.000,10.113
10.000,5.000,842.000,9.986
10.000,5.000,752.000,9.613
10.000,5.000,752.000,9.613
10.000,5.000,778.000,9.686
9.000,5.000,848.000,10.113
10.000,5.000,662.000,9.075
10.000,5.000,677.000,9.186
10.000,5.000,662.000,9.075
10.000,5.000,993.000,10.613
10.000,5.000,901.000,10.186
10.000,5.000,591.000,8.648
10.000,5.000,844.000,9.986
9.000,5.000,846.000,10.113
9.000,5.000,738.000,9.613
11.000,6.000,1146.000,11.113
9.000,5.000,739.000,9.613
10.000,5.000,1088.000,11.151
9.000,5.000,663.000,9.186
9.000,5.000,665.000,9.186
9.000,5.000,650.000,9.075
9.000,5.000,650.000,9.075
10.000,5.000,677.000,9.186
10.000,5.000,592.000,8.648
10.000,5.000,591.000,8.648
9.000,5.000,738.000,9.630
10.000,5.000,525.000,8.220
10.000,5.000,525.000,8.220
