diam,rad,Wiener,Randich
12.000,6.000,1486.000,11.773
12.000,6.000,1486.000,11.773
12.000,6.000,1486.000,11.773
12.000,6.000,1486.000,11.773
12.000,6.000,1470.000,11.773
12.000,6.000,1470.000,11.773
13.000,7.000,1828.000,12.722
13.000,7.000,1828.000,12.722
12.000,6.000,1485.000,11.863
12.000,6.000,1632.000,12.363
12.000,6.000,1805.000,12.863
12.000,6.000,1340.000,11.363
13.000,7.000,1674.000,12.311
11.000,6.000,1057.000,10.465
11.000,6.000,1181.000,11.003
12.000,6.000,1209.000,10.859
12.000,6.000,1654.000,12.054
12.000,6.000,1219.000,10.842
12.000,6.000,2044.000,13.415
12.000,6.000,1654.000,12.054
12.000,6.000,1219.000,10.842
12.000,6.000,2044.000,13.415
12.000,6.000,1362.000,11.380
12.000,6.000,1654.000,12.054
12.000,6.000,1873.000,12.791
12.000,6.000,1529.000,11.880
13.000,7.000,2311.000,13.898
14.000,7.000,2607.000,14.398
15.000,8.000,2933.000,14.898
16.000,8.000,3240.000,15.292
12.000,6.000,2223.000,13.826
13.000,7.000,2267.000,13.809
14.000,7.000,2519.000,14.347
12.000,6.000,1846.000,12.915
12.000,6.000,2044.000,13.415
12.000,6.000,2044.000,13.415
14.000,7.000,3029.000,15.020
12.000,6.000,2012.000,13.432
12.000,6.000,2179.000,13.842
12.000,6.000,2201.000,13.826
12.000,6.000,2373.000,14.236
12.000,6.000,2394.000,14.236
12.000,6.000,2223.000,13.826
14.000,7.000,3119.000,15.186
11.000,6.000,1067.000,10.449
12.000,6.000,1219.000,10.842
12.000,6.000,1219.000,10.842
11.000,6.000,1067.000,10.449
12.000,6.000,1219.000,10.842
14.000,8.000,3081.000,15.347
13.000,7.000,2659.000,14.774
13.000,7.000,1537.000,11.791
12.000,6.000,1826.000,12.932
12.000,6.000,1826.000,12.932
12.000,6.000,1099.000,10.449
12.000,6.000,1626.000,12.071
12.000,6.000,1529.000,11.880
14.000,7.000,2607.000,14.398
12.000,6.000,2113.000,13.519
14.000,7.000,3342.000,16.037
12.000,6.000,1923.000,13.019
13.000,7.000,2780.000,14.913
15.000,8.000,3934.000,16.931
12.000,6.000,1923.000,13.019
12.000,6.000,1619.000,12.432
12.000,6.000,1619.000,12.432
12.000,6.000,1619.000,12.432
12.000,6.000,1619.000,12.432
13.000,7.000,1985.000,13.380
13.000,7.000,1985.000,13.380
13.000,7.000,1985.000,13.380
13.000,7.000,1985.000,13.380
12.000,6.000,1220.000,10.949
