IC50_uM
"[0.032, 0.032]"
"[0.058, 0.058]"
"[7.73, 7.73]"
"[0.041, 0.041]"
"[0.056, 0.056]"
"[0.01, 0.01]"
"[0.069, 0.069]"
"[0.11, 0.11]"
"[0.04, 0.04]"
"[0.86, 0.86]"
"[8.23, 8.23]"
"[2.63, 2.63]"
"(100.0, inf)"
"[0.29, 0.29]"
"[0.008, 0.008]"
"[0.64, 0.64]"
"[0.009, 0.009]"
"[0.34, 0.34]"
"[14.3, 14.3]"
"[0.016, 0.016]"
"[0.0047, 0.0047]"
"[93.3, 93.3]"
"[11.2, 11.2]"
"[0.0093, 0.0093]"
"[0.43, 0.43]"
"[0.6, 0.6]"
"[0.0037, 0.0037]"
"[0.0057, 0.0057]"
"[0.027, 0.027]"
"[0.066, 0.066]"
"[0.015, 0.015]"
"[0.056, 0.056]"
"(100.0, inf)"
"[0.12, 0.12]"
"[0.01, 0.01]"
"(100.0, inf)"
"[0.013, 0.013]"
"[29.7, 29.7]"
"(100.0, inf)"
"(100.0, inf)"
"[46.8, 46.8]"
"[0.015, 0.015]"
"[0.05, 0.05]"
"[0.027, 0.027]"
"[0.021, 0.021]"
"[0.35, 0.35]"
"(100.0, inf)"
"[0.13, 0.13]"
"[100.0, 100.0]"
"[62.8, 62.8]"
"[0.1, 0.1]"
"[0.052, 0.052]"
"(100.0, inf)"
"(100.0, inf)"
"[0.056, 0.056]"
"[0.34, 0.34]"
"[0.83, 0.83]"
"[0.029, 0.029]"
"[0.2, 0.2]"
"[0.12, 0.12]"
"(100.0, inf)"
"[0.0053, 0.0053]"
"[0.028, 0.028]"
"[0.34, 0.34]"
"[0.01, 0.01]"
"[70.0, 70.0]"
"[0.16, 0.16]"
"[1.09, 1.09]"
"[0.049, 0.049]"
"[0.031, 0.031]"
"(100.0, inf)"
"[4.66, 4.66]"
"[47.1, 47.1]"
"[0.076, 0.076]"
"[0.29, 0.29]"
"[19.8, 19.8]"
"[29.7, 29.7]"
"[0.0017, 0.0017]"
"[0.022, 0.022]"
"[0.028, 0.028]"
"(100.0, inf)"
"[0.08, 0.08]"
"[3.58, 3.58]"
"[0.01, 0.01]"
"[0.0067, 0.0067]"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"[4.79, 4.79]"
"[0.75, 0.75]"
"[0.75, 0.75]"
"[74.9, 74.9]"
"[0.1, 0.1]"
"[0.04, 0.04]"
"[45.6, 45.6]"
"[45.0, 45.0]"
"[64.7, 64.7]"
"[0.012, 0.012]"
"[0.026, 0.026]"
"[0.35, 0.35]"
"[0.89, 0.89]"
"[0.084, 0.084]"
"[0.031, 0.031]"
"[0.23, 0.23]"
"[0.021, 0.021]"
"[0.052, 0.052]"
"[3.29, 3.29]"
"[0.024, 0.024]"
"[0.0075, 0.0075]"
"[0.017, 0.017]"
"[0.002, 0.002]"
"[0.003, 0.003]"
"[0.001, 0.001]"
"[0.001, 0.001]"
"[0.0015, 0.0015]"
"[0.005, 0.005]"
"[0.001, 0.001]"
"[0.135, 0.135]"
"[0.13, 0.13]"
"[0.002, 0.002]"
"[0.001, 0.001]"
"[0.01, 0.01]"
"[0.002, 0.002]"
"[0.013, 0.013]"
"[0.002, 0.002]"
"[0.0025, 0.0025]"
"[0.0033, 0.0033]"
"[0.003, 0.003]"
"[0.003, 0.003]"
"[0.001, 0.001]"
"[0.007, 0.007]"
"[0.0015, 0.0015]"
"[0.022, 0.022]"
"[0.033, 0.033]"
"[0.006, 0.006]"
"[0.004, 0.004]"
"[0.004, 0.004]"
"[0.062, 0.062]"
"(100.0, inf)"
"[0.026, 0.026]"
"[0.027, 0.027]"
"[0.005, 0.005]"
"[0.18, 0.18]"
"[0.01, 0.01]"
"[0.006, 0.006]"
"[0.12, 0.12]"
"[0.54, 0.54]"
"[0.023, 0.023]"
"[0.11, 0.11]"
"(30.0, inf)"
"[0.023, 0.023]"
"[0.11, 0.11]"
"[0.61, 0.61]"
"[0.35, 0.35]"
"[0.018, 0.018]"
"[0.032, 0.032]"
"[0.52, 0.52]"
"[0.007, 0.007]"
"[0.05, 0.05]"
"[0.05, 0.05]"
"[0.27, 0.27]"
"[0.021, 0.021]"
"[0.43, 0.43]"
"[1.6, 1.6]"
"(100.0, inf)"
"[0.01, 0.01]"
"[0.01, 0.01]"
"[0.016, 0.016]"
"(100.0, inf)"
"[0.021, 0.021]"
"[0.013, 0.013]"
"[0.009, 0.009]"
"[0.038, 0.038]"
"[0.005, 0.005]"
"[0.024, 0.024]"
"[0.029, 0.029]"
"[0.018, 0.018]"
"[0.059, 0.059]"
"[2.48, 2.48]"
"[0.028, 0.028]"
"[0.057, 0.057]"
"[0.079, 0.079]"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"[0.53, 0.53]"
"[0.075, 0.075]"
"[0.045, 0.045]"
"[0.13, 0.13]"
"[0.44, 0.44]"
"[0.48, 0.48]"
"[0.033, 0.033]"
"[0.011, 0.011]"
"[0.02, 0.02]"
"[0.005, 0.005]"
"[0.007, 0.007]"
"[0.093, 0.093]"
"[0.005, 0.005]"
"[0.1, 0.1]"
"[0.02, 0.02]"
"(100.0, inf)"
