IC50_uM
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"[32.0, 32.0]"
"(50.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"[0.025, 0.025]"
"[0.054, 0.054]"
"[0.07, 0.07]"
"[0.463, 0.463]"
"[0.074, 0.074]"
"[0.011, 0.011]"
"[0.009, 0.009]"
"[0.024, 0.024]"
"[0.009, 0.009]"
"[0.0064, 0.0064]"
"[0.049, 0.049]"
"[0.0029, 0.0029]"
"[0.011, 0.011]"
"[0.03, 0.03]"
"[0.0021, 0.0021]"
"[0.01, 0.01]"
"[0.065, 0.065]"
"[0.0015, 0.0015]"
"[0.163, 0.163]"
"[10.0, 10.0]"
"[0.0025, 0.0025]"
"[0.0032, 0.0032]"
"[0.0022, 0.0022]"
"[0.0018, 0.0018]"
"[0.001, 0.001]"
"[0.474, 0.474]"
"[0.0082, 0.0082]"
"[0.214, 0.214]"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"(50.0, inf)"
"(50.0, inf)"
"(50.0, inf)"
"(50.0, inf)"
"[10.0, 10.0]"
"[11.2, 11.2]"
"(50.0, inf)"
"[10.0, 10.0]"
"[0.101, 0.101]"
"[0.1, 0.1]"
"[0.25, 0.25]"
"[0.0094, 0.0094]"
"[0.005, 0.005]"
"[0.471, 0.471]"
"[0.093, 0.093]"
"[0.535, 0.535]"
"[0.104, 0.104]"
"(1.0, inf)"
"[0.358, 0.358]"
"[0.005, 0.005]"
"[0.75, 0.75]"
"[0.01, 0.01]"
"[5.78, 5.78]"
"[7.54, 7.54]"
"[3.89, 3.89]"
"[250.0, 250.0]"
"[12.4, 12.4]"
"[24.0, 24.0]"
"[0.058, 0.058]"
"[0.0623, 0.0623]"
"[0.00266, 0.00266]"
"[0.001, 0.001]"
"(50.0, inf)"
"[1.47, 1.47]"
"[3.16, 3.16]"
"[0.5, 0.5]"
"[0.098, 0.098]"
"[0.0028, 0.0028]"
"[0.245, 0.245]"
"[0.068, 0.068]"
"[0.75, 0.75]"
"[0.045, 0.045]"
"[0.125, 0.125]"
"[0.008, 0.008]"
"[1.62, 1.62]"
"[0.124, 0.124]"
"[0.024, 0.024]"
"[0.011, 0.011]"
"[25.0, 25.0]"
"[4.0, 4.0]"
"[0.106, 0.106]"
"(1.28, inf)"
"[0.01, 0.01]"
"[0.076, 0.076]"
"[1.3, 1.3]"
"(5.0, inf)"
"[0.653, 0.653]"
"[0.98, 0.98]"
"[26.0, 26.0]"
"[5.0, 5.0]"
"[9.2, 9.2]"
"[0.68, 0.68]"
"[54.0, 54.0]"
"[4.5, 4.5]"
"(100.0, inf)"
"[6.11, 6.11]"
"(50.0, inf)"
"[5.0, 5.0]"
"(100.0, inf)"
"[39.0, 39.0]"
"[0.573, 0.573]"
"(500.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"(100.0, inf)"
"[6.25, 6.25]"
"(100.0, inf)"
"[0.004, 0.004]"
"[0.012, 0.012]"
"[0.007, 0.007]"
"[0.008, 0.008]"
"[0.016, 0.016]"
"[0.89, 0.89]"
"[1.163, 1.163]"
"[0.083, 0.083]"
"[0.01, 0.01]"
"[0.224, 0.224]"
"[6.86, 6.86]"
"[0.157, 0.157]"
"[1.917, 1.917]"
"[0.25, 0.25]"
"[0.715, 0.715]"
"[0.285, 0.285]"
"[2.15, 2.15]"
"[0.75, 0.75]"
"[1.6, 1.6]"
"[0.114, 0.114]"
"[0.08, 0.08]"
"[0.028, 0.028]"
"[0.01, 0.01]"
"[0.019, 0.019]"
"(4.0, inf)"
"[0.006, 0.006]"
"(4.0, inf)"
"[0.578, 0.578]"
"[0.004, 0.004]"
"[1.19, 1.19]"
"[0.126, 0.126]"
"[0.044, 0.044]"
"(0.35, inf)"
"[0.098, 0.098]"
"[0.006, 0.006]"
"(0.32, inf)"
"[0.31, 0.31]"
"[5.0, 5.0]"
"(0.125, inf)"
"(0.125, inf)"
"[4.66, 4.66]"
"[1.92, 1.92]"
"[0.0106, 0.0106]"
"[0.0515, 0.0515]"
"[0.0102, 0.0102]"
"(3.0, inf)"
"[0.005, 0.005]"
